내용링크,제목,작가,별점,줄거리,태그,관심,이용가,몇화,이미지링크
/webtoon/list?titleId=800333,사이다걸,김드루 / 김그루,9.83,"어느새 세상은 고구마밭이 되었다.
앞뒤 꽉꽉 막힌 사람, 대화가 통하지 않는 사람, 상식이 통하지 않는 사람이 넘쳐나는 세상…
상처 주기 싫어 참고, 배려하는 사람이 오히려 바보 취급당하는, 무언가 단단히 잘못된 이 세상!
착할 사람일수록 할 말은 하고 살 수 있는 세상을 위해, 청량감 넘치는 히어로 ‘사이다걸’이 신비한 사이다를 들고 찾아온다.",#드라마,34685,전체연령가,총 58화,https://image-comic.pstatic.net/webtoon/800333/thumbnail/thumbnail_IMAG21_407ea651-d14f-47af-9e06-8813e7160421.jpeg
/webtoon/list?titleId=800034,헬크래프트,나락 / 영기,9.88,"세상에 배신당해 방구석으로 도망친 고등학생 염승기.
새로운 지옥의 주인으로 지목된 대악마 바함무르크.

바함무르크는 자신의 지옥 제작자로서 염승기를 선택하고,
지옥 제작의 대가로 염승기에게 수감자를 고를 권리를 준다.

복수를 위해 악마와 손을 잡은 염승기, 그렇게 윈윈의 관계로 끝날 줄 알았는데...

갑자기 시작된 데스게임-
살아남기 위해선 지옥에 보내라!",#판타지#서스펜스#두뇌싸움,42466,15세 이용가,총 53화,https://image-comic.pstatic.net/webtoon/800034/thumbnail/thumbnail_IMAG21_a340a6df-b77c-436a-a729-70927915634d.jpg
/webtoon/list?titleId=805437,피폐물의 해피엔딩을 위하여,호,9.94,"'나'는 피폐한 남주인공들이 신녀 ‘벨’을 소유하기 위해 수단과 방법을 가리지 않는 배드 엔딩 소설 [여명의 기적] 속으로 빙의했다. 
주인공의 행복을 방해하는 걸림돌 로지아나로 환생한 나는 생각한다. ""어쩌면 내가 이 소설의 엔딩을 바꿀 수 있지 않을까?""",#로맨스#빙의#로판#구원서사,59570,전체연령가,총 41화,https://image-comic.pstatic.net/webtoon/805437/thumbnail/thumbnail_IMAG21_e830e751-20be-4c57-a6ff-f299588d05b6.jpg
/webtoon/list?titleId=816528,어느날 짝남에게 공작님이 빙의했다,다담 / 죽순,9.66,"짝사랑하던 소꿉친구의 몸에
로판 속 공작님이 빙의해버렸다.

외모, 성적, 성격 모든 게 완벽하던 소꿉친구였는데…
……이 사고뭉치는 뭐야?!! 내 짝남 돌려내!
생활력 빵점 오만한 공작님과 로판 덕후 유소아의 좌충우돌 학원로맨스",#로맨스#최강자전,9357,전체연령가,총 7화,https://image-comic.pstatic.net/webtoon/816528/thumbnail/thumbnail_IMAG21_12b8af45-dcdb-4a37-8ccf-b597e490e55c.jpg
/webtoon/list?titleId=791629,입술이 예쁜 남자,고도 / 플라비,9.96,"10년 전 첫키스의 주인공이었던 동생친구가 완벽한 어른남자가 되어 나타났다.
여전히 예쁜 입술로 예쁜 말만 골라 하며 작정한 듯 한비를 홀리기 시작하는데...
이 아슬아슬한 줄타기는 누구의 승리로 끝나게 될까?",#로맨스#소설원작,136224,15세 이용가,총 84화,https://image-comic.pstatic.net/webtoon/791629/thumbnail/thumbnail_IMAG21_4122541015824753209.jpg
/webtoon/list?titleId=756140,라서드,감람,9.97,"절대적 권능을 지닌 11인의 왕과, 왕을 수호하기 위한 기사단이 존재하는 세계.
수습기사 힌타는 파트너 캐넛과 함께 정식 기사가 되기 위한 모험을 떠나는데...
정식기사가 되기 위한 소년들의 고군분투 정통판타지액션!",#판타지,64144,12세 이용가,총 103화,https://image-comic.pstatic.net/webtoon/756140/thumbnail/thumbnail_IMAG21_7c527b6e-773f-40c8-aa1a-5cbd9e7dc482.jpg
/webtoon/list?titleId=679568,마이너스의 손,김뎐,9.96,"만지면 모두 부서진다.
마이너스의 오른손을 가진 소년 이야기",#판타지#최강자전#2015 최강자전,165252,전체연령가,총 129화,https://image-comic.pstatic.net/webtoon/679568/thumbnail/thumbnail_IMAG21_0e7abd73-060d-42eb-afed-65cafc457104.jpg
/webtoon/list?titleId=774302,하루의 하루,김이랑,9.92,"오하루는 다른 사람의 마음을 읽을 수 있는 초능력자다.
얼마 전, 저주 받은 능력 때문에 첫사랑도 허무하게 깨져버리고
건조한 일상을 보내고 있던 하루에게 최근 신경쓰이는 사람이 생겼다.

그 사람은 바로, 같은 과 동기인 도하루.
그녀의 마음은 도무지 보이지 않는다. 이건 혹시.. 운명..?",#드라마,56658,전체연령가,총 97화,https://image-comic.pstatic.net/webtoon/774302/thumbnail/thumbnail_IMAG21_4121973654889457249.jpg
/webtoon/list?titleId=801827,랭커,신건 / taibogi,9.87,"극비리로 진행되는 멤버쉽 온라인 게임 <랭커>.

우연히 랭커에 뛰어든 격투기선수 강준서.
어느 순간부터 상대가 괴물로 보였던 준서는 자신의 플레이어인 정준의 목소리를 통해서 안정을 되찾고,
정준과 함께하면서 증세를 치료하고자 마음먹는다.

하지만 랭커에는 목숨을 걸어야 하는 퀘스트뿐 아니라,
캐릭터끼리 벌이는 배틀과 사냥의 위협까지 도사리고 있다.",#액션#성장물#서바이벌#격투기#소년왕도물,32567,15세 이용가,총 52화,https://image-comic.pstatic.net/webtoon/801827/thumbnail/thumbnail_IMAG21_46875d4a-190f-4663-bac5-0d3003263646.jpg
/webtoon/list?titleId=801517,퇴근 후에 만나요,박한나 / 햄친 / 로즈빈,9.94,"2억짜리 영혼결혼식,
그 한 가운데에서 전남친을 마주쳤다?!

빚을 갚기 위해 죽은 남자와 결혼하게 된 정채원은
결혼까지 생각했던 전 남자친구 한성준의 회사에 취직한다.

""잊지 마세요. 3년 동안은 절대 남자를 만나선 안 됩니다.""

유부녀 코스프레를 들키지 않으려는 여자와,
그 비밀을 밝혀내려는 남자.
두 사람의 창과 방패의 대결이 시작된다!",#로맨스#2030연애#로맨스코미디#전남친#오피스로맨스#사내연애#소설원작,41532,12세 이용가,총 50화,https://image-comic.pstatic.net/webtoon/801517/thumbnail/thumbnail_IMAG21_0a77b0a7-0677-4228-b88b-84619093999f.jpg
/webtoon/list?titleId=784107,달로 만든 아이,온윤,9.97,"어린 시절부터 남들이 보지 못하는 존재들을 볼 수 있던 '박하'.
평생을 외롭게 살아온 박하는 18살이 되던 해, 
처음으로 자신과 같은 것을 볼 수 있는 '진도'와 그의 친구들을 만나게 된다. 
어느 날, 진도를 통해 박하가 과거에 영물들을 군림했던 '달아이'라는 사실이 밝혀지게 되고
그 사실이 소문이 나며 수많은 영물과 귀신들이 박하를 노리게 된다.",#판타지#최강자전#2020 최강자전#오컬트,87066,15세 이용가,총 58화,https://image-comic.pstatic.net/webtoon/784107/thumbnail/thumbnail_IMAG21_98a19f14-de9a-491d-bc11-a3103e7e671d.jpg
/webtoon/list?titleId=804782,악당과 악당이 만나면,삵 / 쏘가리 / 임하얌,9.95,"귀족들을 상대로 악명을 떨치던 제국 뒷세계 조직의 보스, 아탈란테. 
어느 날 황제로부터 폭군 리오넬 비안크 대공을 암살해 달라는 의뢰를 받게 된다.
조직원들과 평범하게 살고 싶었던 아탈란테는 의뢰를 수락하고 
대공성에 잠입해 암살 시도하는데….
하지만 어째서인지 죽지 않아?
한순간에 사랑을 속삭이는 대공에게서 아탈란테는 무사히 탈출할 수 있을까?",#로맨스#계략여주#직진남#로판#걸크러시#소설원작,45176,12세 이용가,총 42화,https://image-comic.pstatic.net/webtoon/804782/thumbnail/thumbnail_IMAG21_f09967ec-e4e8-4fb8-a8d5-a65db4c6e14e.jpg
/webtoon/list?titleId=772734,최후의 금빛아이,알깨 / 새몽,9.95,"언니의 생일날, 이 세계를 지배하는 신에 의해 모든 것을 잃은 소녀 록시.
자신이 신들의 먹이에 불과하다는 충격적인 진실을 알게 된다.
록시는 심장만 있으면 언니를 되살릴 수 있다는 말을 믿고 험난한 여행을 떠난다.
그러나 곧 그녀를 뒤쫓는 자들과 감당할 수 없는 적들이 나타나는데...
록시는 앞을 막아서는 그들을 물리치고 과연 언니를 되살릴 수 있을까?",#판타지#이세계#성장드라마,67483,12세 이용가,총 120화,https://image-comic.pstatic.net/webtoon/772734/thumbnail/thumbnail_IMAG21_fdecfea5-8ca1-4a32-9c55-34a30f24266d.jpg
/webtoon/list?titleId=802854,주작연애,우까,9.81,"""야야 저기 니 여친 지나간다ㅋㅋ""
""뭐?죽을래?""
공부말고는 잘하는 것 하나 없는 이세경. 같은 학교 아이들에게 늘 저런식으로 괴롭힘 당한다.
그런 그녀가 학교만 나가면 인싸녀 그 자체?!
학교와의 정반대의 모습에 모두가 알아보지 못하고 심지어 성인 남자들도 그녀가 고딩인줄 모르고 세경에게 만나달라고 애걸복걸하는데.
사람들을 속이며 재미 좀 보려는데 뭐야, 저건?
하필 걸려도 같은 반의 앙숙인, 하선우한테 정체를 들키는데?!
어른도 아닌, 그렇다고 아이도 아닌 청소년들의 방황,사랑,청춘.
달콤매콤 톡톡쏘는 사춘기 로맨스가 시작된다!",#로맨스#고자극로맨스#최강자전#혐관로맨스#학원로맨스#하이틴,82811,15세 이용가,총 48화,https://image-comic.pstatic.net/webtoon/802854/thumbnail/thumbnail_IMAG21_8acfafa7-d1db-42fa-9e01-3b7500650e11.jpg
/webtoon/list?titleId=800618,도깨비 부른다,WEBANGSANG,9.94,"국내 최대 마약상 <귀사회>
귀사회를 중심으로 다섯 명의 아이들이 모이게 된다.
그들은 각자 다른 목적을 위해 귀사회의 돈을 노리게 되지만,
결국 잔혹한 진실을 마주하며 세상을 구하려 한다.",#판타지,27936,15세 이용가,총 52화,https://image-comic.pstatic.net/webtoon/800618/thumbnail/thumbnail_IMAG21_0e4be823-3c99-480c-923a-eaa554b46646.jpg
/webtoon/list?titleId=791062,매지컬 급식:암살법사,웡웡이,9.94,"온갖 ‘빌런’들로 가득한 현대사회, 이 어지러운 세상에 정의를 실현하고자 신이 강림했다.
그의 정의를 실현 할 용사는 바로… 마법소녀??
어쨌든 빌런을 퇴치하고자 마법소녀가 나타났다! 성능 확실한 마법소녀의 빌런 퇴치기!",#판타지#학원물#이능력배틀물,31716,전체연령가,총 86화,https://image-comic.pstatic.net/webtoon/791062/thumbnail/thumbnail_IMAG21_d358a9ab-09bc-436b-8a77-076cae2ea8d1.jpg
/webtoon/list?titleId=734574,영앤리치가 아니야!,최삡뺩,9.96,"<공대생 너무만화> 최삡뺩 작가의 개그로맨스 신작! 
모든 게 완벽한 퍼렁식품 CEO의 아들 서민준.
어른들과 친구들에게는 인기 폭발이지만, 여자친구를 사귀어 본 적 없는 모태솔로다.
민준은 같은 학교 여학생 새영에게 반하게 되는데, 새영의 이상형은 흙수저이지만 노력하는 사람이고, 자기보다 잘난 남자를 매우 싫어한다고?
사랑을 얻기 위해 영앤리치를 숨겨야하는 민준이의 첫 연애 도전기!",#개그#재벌,44486,전체연령가,총 57화,https://image-comic.pstatic.net/webtoon/734574/thumbnail/thumbnail_IMAG21_8688bbf6-1067-465b-9070-4fef7c1ab1cd.jpg
/webtoon/list?titleId=745654,백호랑,박혬,9.95,"모든 것이 완벽해 보이는 지룡은 비밀스런 동거 중!
사촌동생이자 고양이이자 수호자인 소년은 바로 서쪽의 신수 백호였다!
과거의 죄를 씻기 위해 인간계에서 하늘의 심부름을 수행인 백호랑과 
그에게 엮인 지룡의 스펙타클한 일상",#판타지,61489,전체연령가,총 164화,https://image-comic.pstatic.net/webtoon/745654/thumbnail/thumbnail_IMAG21_3978989878055821874.jpg
/webtoon/list?titleId=804469,원하나,비진,9.90,"‘하나를 위해 하나로 살기 시작했다.’

연약한 몸을 가진 원이와 아역 배우인 하나. 둘은 쌍둥이다.
같이 살게 되면서 본 하나의 삶은 원이가 상상했던 모습과 전혀 달랐고, 하나는 도리어 평범한 생활을 꿈꾼다. 
그러던 어느 날 둘은 뒤바뀐 삶을 살게 되는데…

“네가 원하던 삶, 내가 만들어줄게.”",#드라마#2021 최강자전,48281,15세 이용가,총 43화,https://image-comic.pstatic.net/webtoon/804469/thumbnail/thumbnail_IMAG21_2aa7b888-6149-4ba0-ae84-0158fd0e249c.jpeg
/webtoon/list?titleId=798293,굿바이 유교보이,아실,9.94,"실시간 연애 리얼리티쇼 '러브밤' ! 
10일 촬영에 출연료 1억이라는 소리에 솔깃한 ‘이제’는
오직 출연료와 자신의 스튜디오 홍보를 위해 프로그램에 참여한다. 
한편 찐사랑을 꿈꾸는 유교보이 ‘헌도’는 ‘이제’에게 거부하기 힘든 달콤한 제안을 하고, 
모종의 계약 관계로 엮인 둘은 물고 빨고 빼고 다 하는(?) 계약연애를 시작하는데… 
과연 이들은 '러브밤'에서 살아남을 수 있을까?!!! 
유교보이 ‘헌도’ X 진보걸 ‘이제’의 대국민 사기 애정행각이 펼쳐진다!",#로맨스#계략여주#2030연애#계약연애#직진남#삼각관계,46791,15세 이용가,총 68화,https://image-comic.pstatic.net/webtoon/798293/thumbnail/thumbnail_IMAG21_fe6bfde6-5033-4037-9c30-eecd3fd70de3.jpg
/webtoon/list?titleId=793944,오늘의 비너스,엄세윤 / 도달,9.97,"“평범했던 내가... 오늘부터 세상에서 가장 아름답다고?
그런데, 그 기준은 누가 정하는 거지?“
뛰어난 연기력에도 평범한 외모 때문에 늘 오디션에서 탈락하던 배우 지망생 ‘강하나’.
그러던 어느 날, ‘외모가 곧 능력’ 이라는 세계적인 뷰티기업 <에스그룹>에서 그녀에게 스카웃 제의가 온다.
그리고 하나는 곧 엄청난 비밀을 알게 되는데...?
2021 지상최대공모전 1기 우수상 수상작.",#로맨스#환골탈태#2021 지상최대공모전#친구>연인#연예계,67089,15세 이용가,총 73화,https://image-comic.pstatic.net/webtoon/793944/thumbnail/thumbnail_IMAG21_0c4cd9dc-26bc-4977-88ab-ec2939612bba.jpg
/webtoon/list?titleId=802551,너를 돌려차는 방법,한성만,9.96,"관심 멈춰! 혼자가 제일 좋은 은신만렙 은솔.
조용한 고등학교 생활을 꿈꿨는데... 인기짱 선배, 지수 때문에 다 망했다!
엮였다 하면 파국인 환장듀오, 태권도부까지 함께하게 되다?!
청춘 그잡채! 우당탕탕 첫사랑 로맨스♥︎",#로맨스#동아리#소꿉친구#로맨스코미디#힐링#혐관로맨스#학원로맨스,96802,전체연령가,총 46화,https://image-comic.pstatic.net/webtoon/802551/thumbnail/thumbnail_IMAG21_04fdcd36-c440-4feb-8b3d-573b3584a32f.jpg
/webtoon/list?titleId=794421,북부 공작님을 유혹하겠습니다,가천가 / 은하수 / 주시하,9.97,"“내 애인인 척 사교계에 들어가.”
전 세계에서 주목하는 톱스타, 셀리나는
촬영 중 갑작스러운 사고로 북부 공작의 땅에 차원 이동한다.
마수에게서 목숨을 구해준 북부 공작, 칼시온은
셀리나에게 자신의 애인인 척 사교계에 들어가
정보를 입수하라는 계약을 제시하는데..",#로맨스#로판#소설원작,255875,전체연령가,총 60화,https://image-comic.pstatic.net/webtoon/794421/thumbnail/thumbnail_IMAG21_65e1c328-a2e5-42f6-86ef-47d7424bb44e.jpg
/webtoon/list?titleId=807397,고백어택,늠개,9.88,"하나는 언제나 2등이었다. 늘 1등을 하는 한건우 때문에!
속을 알 수 없는 건우를 무너뜨리기 위해 수단과 방법을 가리지 않던 하나.
이번에는 가짜 고백으로 멘탈을 흔들려 했는데...
어라, 얘 이 고백 왜 받지? 뭐... 내가 좋다고?!",#로맨스#짝사랑#학원로맨스,69547,전체연령가,총 33화,https://image-comic.pstatic.net/webtoon/807397/thumbnail/thumbnail_IMAG21_d0a7cee2-4ded-4506-aedf-71c25675247c.jpg
/webtoon/list?titleId=796368,세번째 로망스,문조,9.95,"물 흐르듯 평범하게 살아온 연우는 오랜 연인이었던 태주와 헤어지고, 첫사랑이었던 세진을 만난다.
그런데 잊었던 설렘을 느끼기도 전에 갑자기 고등학생으로 돌아가게 되는데…!?
빛났던 첫사랑도, 오랜 연애의 끝도 모두 허무한 것을 알기에 사랑 따위엔 아무런 기대도 하지 않겠어!",#로맨스#타임슬립#전남친,76193,전체연령가,총 66화,https://image-comic.pstatic.net/webtoon/796368/thumbnail/thumbnail_IMAG21_9f304f70-bc24-4cdc-b582-8d1b63d013e0.jpg
/webtoon/list?titleId=802033,"집사, 주세요!",꾀돌이,9.92,"왕따인 내가 서열1위 존잘남을 내 집사로...?!
학교에선 왕따, 집에선 재벌 아가씨인 '백마리'.
학교에선 서열 1위, 집에선 마리의 집사인 '천하다'.
천방지축 왕따 아가씨를 어떻게든 학교의 퀸으로 만들어야 한다!!
정반대인 소년소녀의 서열반전 로맨스.
<저세상 클라스!> 꾀돌이 작가의 신작",#로맨스#로맨스코미디#4차원#하이틴#학원로맨스#역하렘,58414,전체연령가,총 52화,https://image-comic.pstatic.net/webtoon/802033/thumbnail/thumbnail_IMAG21_ccce5530-0976-4a0d-b76c-d54c5620cdd5.jpg
